iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
13,"(1, 2)","(1, 3)",South,"[(1, 1) via South, (2, 2) via East]","[(1, 2), (2, 3), (1, 5), (2, 4)]","[(2, 3), (1, 5), (2, 4), (1, 1), (2, 2)]","[(1, 3), (1, 4)]",1,0,1
14,"(2, 3)","(1, 3)",East,[],"[(2, 3), (1, 5), (2, 4), (1, 1), (2, 2)]","[(1, 5), (2, 4), (1, 1), (2, 2)]","[(1, 3), (1, 4), (1, 2)]",1,0,1
15,"(1, 5)","(1, 4)",North,"[(2, 5) via East]","[(1, 5), (2, 4), (1, 1), (2, 2)]","[(2, 4), (1, 1), (2, 2), (2, 5)]","[(1, 3), (1, 4), (1, 2), (2, 3)]",2,0,2
16,"(2, 4)","(1, 4)",East,[],"[(2, 4), (1, 1), (2, 2), (2, 5)]","[(1, 1), (2, 2), (2, 5)]","[(1, 3), (1, 4), (1, 2), (2, 3), (1, 5)]",2,0,2
17,"(1, 1)","(1, 2)",South,"[(2, 1) via East]","[(1, 1), (2, 2), (2, 5)]","[(2, 2), (2, 5), (2, 1)]","[(1, 3), (1, 4), (1, 2), (2, 3), (1, 5), (2, 4)]",2,0,2
18,"(2, 2)","(1, 2)",East,[],"[(2, 2), (2, 5), (2, 1)]","[(2, 5), (2, 1)]","[(1, 3), (1, 4), (1, 2), (2, 3), (1, 5), (2, 4), (1, 1)]",2,0,2
19,"(2, 5)","(1, 5)",East,[],"[(2, 5), (2, 1)]","[(2, 1)]","[(1, 3), (1, 4), (1, 2), (2, 3), (1, 5), (2, 4), (1, 1), (2, 2)]",3,0,3
20,"(3, 2)",,,"[(3, 3) via North, (3, 1) via South]","[(3, 2)]","[(3, 3), (3, 1)]",[],0,0,0
21,"(3, 3)","(3, 2)",North,"[(3, 4) via North]","[(3, 3), (3, 1)]","[(3, 1), (3, 4)]","[(3, 2)]",1,0,1
22,"(3, 1)","(3, 2)",South,[],"[(3, 1), (3, 4)]","[(3, 4)]","[(3, 2), (3, 3)]",1,0,1
23,"(2, 2)",,,"[(2, 3) via North, (2, 1) via South, (3, 2) via East, (1, 2) via West]","[(2, 2)]","[(2, 3), (2, 1), (3, 2), (1, 2)]",[],0,0,0
24,"(2, 3)","(2, 2)",North,"[(3, 3) via East, (1, 3) via West]","[(2, 3), (2, 1), (3, 2), (1, 2)]","[(2, 1), (3, 2), (1, 2), (3, 3), (1, 3)]","[(2, 2)]",1,0,1
25,"(2, 1)","(2, 2)",South,"[(3, 1) via East, (1, 1) via West]","[(2, 1), (3, 2), (1, 2), (3, 3), (1, 3)]","[(3, 2), (1, 2), (3, 3), (1, 3), (3, 1), (1, 1)]","[(2, 2), (2, 3)]",1,0,1
26,"(3, 2)","(2, 2)",East,[],"[(3, 2), (1, 2), (3, 3), (1, 3), (3, 1), (1, 1)]","[(1, 2), (3, 3), (1, 3), (3, 1), (1, 1)]","[(2, 2), (2, 3), (2, 1)]",1,0,1
27,"(3, 2)",,,"[(3, 3) via North, (3, 1) via South, (4, 2) via East, (2, 2) via West]","[(3, 2)]","[(3, 3), (3, 1), (4, 2), (2, 2)]",[],0,0,0
28,"(3, 3)","(3, 2)",North,"[(4, 3) via East, (2, 3) via West]","[(3, 3), (3, 1), (4, 2), (2, 2)]","[(3, 1), (4, 2), (2, 2), (4, 3), (2, 3)]","[(3, 2)]",1,0,1
29,"(3, 1)","(3, 2)",South,"[(4, 1) via East, (2, 1) via West]","[(3, 1), (4, 2), (2, 2), (4, 3), (2, 3)]","[(4, 2), (2, 2), (4, 3), (2, 3), (4, 1), (2, 1)]","[(3, 2), (3, 3)]",1,0,1
30,"(4, 2)","(3, 2)",East,[],"[(4, 2), (2, 2), (4, 3), (2, 3), (4, 1), (2, 1)]","[(2, 2), (4, 3), (2, 3), (4, 1), (2, 1)]","[(3, 2), (3, 3), (3, 1)]",1,0,1
31,"(1, 1)",,,"[(1, 2) via North, (2, 1) via East]","[(1, 1)]","[(1, 2), (2, 1)]",[],0,0,0
32,"(1, 2)","(1, 1)",North,"[(1, 3) via North, (2, 2) via East]","[(1, 2), (2, 1)]","[(2, 1), (1, 3), (2, 2)]","[(1, 1)]",1,0,1
33,"(2, 1)","(1, 1)",East,"[(3, 1) via East]","[(2, 1), (1, 3), (2, 2)]","[(1, 3), (2, 2), (3, 1)]","[(1, 1), (1, 2)]",1,0,1
34,"(1, 3)","(1, 2)",North,"[(2, 3) via East]","[(1, 3), (2, 2), (3, 1)]","[(2, 2), (3, 1), (2, 3)]","[(1, 1), (1, 2), (2, 1)]",2,0,2
35,"(2, 2)","(1, 2)",East,"[(3, 2) via East]","[(2, 2), (3, 1), (2, 3)]","[(3, 1), (2, 3), (3, 2)]","[(1, 1), (1, 2), (2, 1), (1, 3)]",2,0,2
36,"(3, 1)","(2, 1)",East,"[(4, 1) via East]","[(3, 1), (2, 3), (3, 2)]","[(2, 3), (3, 2), (4, 1)]","[(1, 1), (1, 2), (2, 1), (1, 3), (2, 2)]",2,0,2
37,"(2, 3)","(1, 3)",East,"[(3, 3) via East]","[(2, 3), (3, 2), (4, 1)]","[(3, 2), (4, 1), (3, 3)]","[(1, 1), (1, 2), (2, 1), (1, 3), (2, 2), (3, 1)]",3,0,3
38,"(3, 2)","(2, 2)",East,"[(4, 2) via East]","[(3, 2), (4, 1), (3, 3)]","[(4, 1), (3, 3), (4, 2)]","[(1, 1), (1, 2), (2, 1), (1, 3), (2, 2), (3, 1), (2, 3)]",3,0,3
39,"(4, 1)","(3, 1)",East,[],"[(4, 1), (3, 3), (4, 2)]","[(3, 3), (4, 2)]","[(1, 1), (1, 2), (2, 1), (1, 3), (2, 2), (3, 1), (2, 3), (3, 2)]",3,0,3
40,"(1, 1)",,,"[(1, 2) via North, (2, 1) via East]","[(1, 1)]","[(1, 2), (2, 1)]",[],0,0,0
41,"(1, 2)","(1, 1)",North,"[(1, 3) via North]","[(1, 2), (2, 1)]","[(2, 1), (1, 3)]","[(1, 1)]",1,0,1
42,"(2, 1)","(1, 1)",East,[],"[(2, 1), (1, 3)]","[(1, 3)]","[(1, 1), (1, 2)]",1,0,1
43,"(4, 2)",,,"[(4, 3) via North, (4, 1) via South, (5, 2) via East, (3, 2) via West]","[(4, 2)]","[(4, 3), (4, 1), (5, 2), (3, 2)]",[],0,0,0
44,"(4, 3)","(4, 2)",North,"[(5, 3) via East, (3, 3) via West]","[(4, 3), (4, 1), (5, 2), (3, 2)]","[(4, 1), (5, 2), (3, 2), (5, 3), (3, 3)]","[(4, 2)]",1,0,1
45,"(4, 1)","(4, 2)",South,"[(5, 1) via East, (3, 1) via West]","[(4, 1), (5, 2), (3, 2), (5, 3), (3, 3)]","[(5, 2), (3, 2), (5, 3), (3, 3), (5, 1), (3, 1)]","[(4, 2), (4, 3)]",1,0,1
46,"(5, 2)","(4, 2)",East,"[(6, 2) via East]","[(5, 2), (3, 2), (5, 3), (3, 3), (5, 1), (3, 1)]","[(3, 2), (5, 3), (3, 3), (5, 1), (3, 1), (6, 2)]","[(4, 2), (4, 3), (4, 1)]",1,0,1
47,"(3, 2)","(4, 2)",West,"[(2, 2) via West]","[(3, 2), (5, 3), (3, 3), (5, 1), (3, 1), (6, 2)]","[(5, 3), (3, 3), (5, 1), (3, 1), (6, 2), (2, 2)]","[(4, 2), (4, 3), (4, 1), (5, 2)]",1,0,1
48,"(5, 3)","(4, 3)",East,"[(6, 3) via East]","[(5, 3), (3, 3), (5, 1), (3, 1), (6, 2), (2, 2)]","[(3, 3), (5, 1), (3, 1), (6, 2), (2, 2), (6, 3)]","[(4, 2), (4, 3), (4, 1), (5, 2), (3, 2)]",2,0,2
49,"(3, 3)","(4, 3)",West,"[(2, 3) via West]","[(3, 3), (5, 1), (3, 1), (6, 2), (2, 2), (6, 3)]","[(5, 1), (3, 1), (6, 2), (2, 2), (6, 3), (2, 3)]","[(4, 2), (4, 3), (4, 1), (5, 2), (3, 2), (5, 3)]",2,0,2
50,"(5, 1)","(4, 1)",East,"[(6, 1) via East]","[(5, 1), (3, 1), (6, 2), (2, 2), (6, 3), (2, 3)]","[(3, 1), (6, 2), (2, 2), (6, 3), (2, 3), (6, 1)]","[(4, 2), (4, 3), (4, 1), (5, 2), (3, 2), (5, 3), (3, 3)]",2,0,2
51,"(3, 1)","(4, 1)",West,"[(2, 1) via West]","[(3, 1), (6, 2), (2, 2), (6, 3), (2, 3), (6, 1)]","[(6, 2), (2, 2), (6, 3), (2, 3), (6, 1), (2, 1)]","[(4, 2), (4, 3), (4, 1), (5, 2), (3, 2), (5, 3), (3, 3), (5, 1)]",2,0,2
52,"(6, 2)","(5, 2)",East,[],"[(6, 2), (2, 2), (6, 3), (2, 3), (6, 1), (2, 1)]","[(2, 2), (6, 3), (2, 3), (6, 1), (2, 1)]","[(4, 2), (4, 3), (4, 1), (5, 2), (3, 2), (5, 3), (3, 3), (5, 1), (3, 1)]",2,0,2
53,"(4, 2)",,,"[(4, 3) via North, (4, 1) via South, (5, 2) via East, (3, 2) via West]","[(4, 2)]","[(4, 3), (4, 1), (5, 2), (3, 2)]",[],0,0,0
54,"(4, 3)","(4, 2)",North,"[(5, 3) via East, (3, 3) via West]","[(4, 3), (4, 1), (5, 2), (3, 2)]","[(4, 1), (5, 2), (3, 2), (5, 3), (3, 3)]","[(4, 2)]",1,0,1
55,"(4, 1)","(4, 2)",South,[],"[(4, 1), (5, 2), (3, 2), (5, 3), (3, 3)]","[(5, 2), (3, 2), (5, 3), (3, 3)]","[(4, 2), (4, 3)]",1,0,1
56,"(5, 2)",,,"[(5, 3) via North, (5, 1) via South, (6, 2) via East, (4, 2) via West]","[(5, 2)]","[(5, 3), (5, 1), (6, 2), (4, 2)]",[],0,0,0
57,"(5, 3)","(5, 2)",North,"[(6, 3) via East, (4, 3) via West]","[(5, 3), (5, 1), (6, 2), (4, 2)]","[(5, 1), (6, 2), (4, 2), (6, 3), (4, 3)]","[(5, 2)]",1,0,1
58,"(5, 1)","(5, 2)",South,"[(6, 1) via East, (4, 1) via West]","[(5, 1), (6, 2), (4, 2), (6, 3), (4, 3)]","[(6, 2), (4, 2), (6, 3), (4, 3), (6, 1), (4, 1)]","[(5, 2), (5, 3)]",1,0,1
59,"(6, 2)","(5, 2)",East,[],"[(6, 2), (4, 2), (6, 3), (4, 3), (6, 1), (4, 1)]","[(4, 2), (6, 3), (4, 3), (6, 1), (4, 1)]","[(5, 2), (5, 3), (5, 1)]",1,0,1
60,"(1, 2)",,,"[(1, 3) via North, (1, 1) via South, (2, 2) via East]","[(1, 2)]","[(1, 3), (1, 1), (2, 2)]",[],0,0,0
61,"(1, 3)","(1, 2)",North,"[(2, 3) via East]","[(1, 3), (1, 1), (2, 2)]","[(1, 1), (2, 2), (2, 3)]","[(1, 2)]",1,0,1
62,"(1, 1)","(1, 2)",South,"[(2, 1) via East]","[(1, 1), (2, 2), (2, 3)]","[(2, 2), (2, 3), (2, 1)]","[(1, 2), (1, 3)]",1,0,1
63,"(2, 2)","(1, 2)",East,[],"[(2, 2), (2, 3), (2, 1)]","[(2, 3), (2, 1)]","[(1, 2), (1, 3), (1, 1)]",1,0,1
