iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
11,"(24, 16)","(25, 16)",West,"[(23, 16) via West]","[(24, 16), (25, 15), (34, 15)]","[(23, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16)]",10,0,10
12,"(23, 16)","(24, 16)",West,"[(22, 16) via West]","[(23, 16), (25, 15), (34, 15)]","[(22, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16)]",11,0,11
13,"(22, 16)","(23, 16)",West,"[(21, 16) via West]","[(22, 16), (25, 15), (34, 15)]","[(21, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16)]",12,0,12
14,"(21, 16)","(22, 16)",West,"[(20, 16) via West]","[(21, 16), (25, 15), (34, 15)]","[(20, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16)]",13,0,13
15,"(20, 16)","(21, 16)",West,"[(19, 16) via West]","[(20, 16), (25, 15), (34, 15)]","[(19, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16)]",14,0,14
16,"(19, 16)","(20, 16)",West,"[(18, 16) via West]","[(19, 16), (25, 15), (34, 15)]","[(18, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16)]",15,0,15
17,"(18, 16)","(19, 16)",West,"[(17, 16) via West]","[(18, 16), (25, 15), (34, 15)]","[(17, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16)]",16,0,16
18,"(17, 16)","(18, 16)",West,"[(16, 16) via West]","[(17, 16), (25, 15), (34, 15)]","[(16, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16)]",17,0,17
19,"(16, 16)","(17, 16)",West,"[(15, 16) via West]","[(16, 16), (25, 15), (34, 15)]","[(15, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16)]",18,0,18
20,"(15, 16)","(16, 16)",West,"[(14, 16) via West]","[(15, 16), (25, 15), (34, 15)]","[(14, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16)]",19,0,19
21,"(14, 16)","(15, 16)",West,"[(13, 16) via West]","[(14, 16), (25, 15), (34, 15)]","[(13, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16)]",20,0,20
22,"(13, 16)","(14, 16)",West,"[(12, 16) via West]","[(13, 16), (25, 15), (34, 15)]","[(12, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16)]",21,0,21
23,"(12, 16)","(13, 16)",West,"[(11, 16) via West]","[(12, 16), (25, 15), (34, 15)]","[(11, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16)]",22,0,22
24,"(11, 16)","(12, 16)",West,"[(10, 16) via West]","[(11, 16), (25, 15), (34, 15)]","[(10, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16)]",23,0,23
25,"(10, 16)","(11, 16)",West,"[(9, 16) via West]","[(10, 16), (25, 15), (34, 15)]","[(9, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16)]",24,0,24
26,"(9, 16)","(10, 16)",West,"[(8, 16) via West]","[(9, 16), (25, 15), (34, 15)]","[(8, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16)]",25,0,25
27,"(8, 16)","(9, 16)",West,"[(7, 16) via West]","[(8, 16), (25, 15), (34, 15)]","[(7, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16)]",26,0,26
28,"(7, 16)","(8, 16)",West,"[(6, 16) via West]","[(7, 16), (25, 15), (34, 15)]","[(6, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16)]",27,0,27
29,"(6, 16)","(7, 16)",West,"[(5, 16) via West]","[(6, 16), (25, 15), (34, 15)]","[(5, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16)]",28,0,28
30,"(5, 16)","(6, 16)",West,"[(4, 16) via West]","[(5, 16), (25, 15), (34, 15)]","[(4, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16)]",29,0,29
31,"(4, 16)","(5, 16)",West,"[(3, 16) via West]","[(4, 16), (25, 15), (34, 15)]","[(3, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16)]",30,0,30
32,"(3, 16)","(4, 16)",West,"[(2, 16) via West]","[(3, 16), (25, 15), (34, 15)]","[(2, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16)]",31,0,31
33,"(2, 16)","(3, 16)",West,"[(1, 16) via West]","[(2, 16), (25, 15), (34, 15)]","[(1, 16), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16)]",32,0,32
34,"(1, 16)","(2, 16)",West,"[(1, 15) via South]","[(1, 16), (25, 15), (34, 15)]","[(1, 15), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16)]",33,0,33
35,"(1, 15)","(1, 16)",South,"[(1, 14) via South]","[(1, 15), (25, 15), (34, 15)]","[(1, 14), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16)]",34,0,34
36,"(1, 14)","(1, 15)",South,"[(1, 13) via South]","[(1, 14), (25, 15), (34, 15)]","[(1, 13), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15)]",35,0,35
37,"(1, 13)","(1, 14)",South,"[(1, 12) via South]","[(1, 13), (25, 15), (34, 15)]","[(1, 12), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14)]",36,0,36
38,"(1, 12)","(1, 13)",South,"[(1, 11) via South]","[(1, 12), (25, 15), (34, 15)]","[(1, 11), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13)]",37,0,37
39,"(1, 11)","(1, 12)",South,"[(1, 10) via South]","[(1, 11), (25, 15), (34, 15)]","[(1, 10), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12)]",38,0,38
40,"(1, 10)","(1, 11)",South,"[(1, 9) via South]","[(1, 10), (25, 15), (34, 15)]","[(1, 9), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11)]",39,0,39
41,"(1, 9)","(1, 10)",South,"[(1, 8) via South]","[(1, 9), (25, 15), (34, 15)]","[(1, 8), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10)]",40,0,40
42,"(1, 8)","(1, 9)",South,"[(1, 7) via South]","[(1, 8), (25, 15), (34, 15)]","[(1, 7), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9)]",41,0,41
43,"(1, 7)","(1, 8)",South,"[(2, 7) via East]","[(1, 7), (25, 15), (34, 15)]","[(2, 7), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8)]",42,0,42
44,"(2, 7)","(1, 7)",East,"[(3, 7) via East]","[(2, 7), (25, 15), (34, 15)]","[(3, 7), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7)]",43,0,43
45,"(3, 7)","(2, 7)",East,"[(4, 7) via East]","[(3, 7), (25, 15), (34, 15)]","[(4, 7), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7)]",44,0,44
46,"(4, 7)","(3, 7)",East,"[(4, 8) via North]","[(4, 7), (25, 15), (34, 15)]","[(4, 8), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7), (3, 7)]",45,0,45
47,"(4, 8)","(4, 7)",North,"[(4, 9) via North]","[(4, 8), (25, 15), (34, 15)]","[(4, 9), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7), (3, 7), (4, 7)]",46,0,46
48,"(4, 9)","(4, 8)",North,"[(4, 10) via North]","[(4, 9), (25, 15), (34, 15)]","[(4, 10), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7), (3, 7), (4, 7), (4, 8)]",47,0,47
49,"(4, 10)","(4, 9)",North,"[(4, 11) via North, (3, 10) via West]","[(4, 10), (25, 15), (34, 15)]","[(3, 10), (4, 11), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7), (3, 7), (4, 7), (4, 8), (4, 9)]",48,0,48
50,"(3, 10)","(4, 10)",West,[],"[(3, 10), (4, 11), (25, 15), (34, 15)]","[(4, 11), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7), (3, 7), (4, 7), (4, 8), (4, 9), (4, 10)]",49,0,49
51,"(4, 11)","(4, 10)",North,"[(4, 12) via North]","[(4, 11), (25, 15), (34, 15)]","[(4, 12), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7), (3, 7), (4, 7), (4, 8), (4, 9), (4, 10), (3, 10)]",49,0,49
52,"(4, 12)","(4, 11)",North,"[(4, 13) via North]","[(4, 12), (25, 15), (34, 15)]","[(4, 13), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7), (3, 7), (4, 7), (4, 8), (4, 9), (4, 10), (3, 10), (4, 11)]",50,0,50
53,"(4, 13)","(4, 12)",North,"[(4, 14) via North]","[(4, 13), (25, 15), (34, 15)]","[(4, 14), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7), (3, 7), (4, 7), (4, 8), (4, 9), (4, 10), (3, 10), (4, 11), (4, 12)]",51,0,51
54,"(4, 14)","(4, 13)",North,"[(5, 14) via East]","[(4, 14), (25, 15), (34, 15)]","[(5, 14), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7), (3, 7), (4, 7), (4, 8), (4, 9), (4, 10), (3, 10), (4, 11), (4, 12), (4, 13)]",52,0,52
55,"(5, 14)","(4, 14)",East,"[(6, 14) via East]","[(5, 14), (25, 15), (34, 15)]","[(6, 14), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7), (3, 7), (4, 7), (4, 8), (4, 9), (4, 10), (3, 10), (4, 11), (4, 12), (4, 13), (4, 14)]",53,0,53
56,"(6, 14)","(5, 14)",East,"[(6, 13) via South]","[(6, 14), (25, 15), (34, 15)]","[(6, 13), (25, 15), (34, 15)]","[(34, 16), (33, 16), (32, 16), (31, 16), (30, 16), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 15), (1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (2, 7), (3, 7), (4, 7), (4, 8), (4, 9), (4, 10), (3, 10), (4, 11), (4, 12), (4, 13), (4, 14), (5, 14)]",54,0,54
